,target,date,USE00020,price_open,price_high,price_low,price_close,S5806281,S5806282,S5807322,S5807323,S5806058,S5808597,S0116880,S0068143,S0029751,S0029752,S0164358,S5806052,S0049507,S0049493,S0181392,S0203259,S0203260,M0086399,USE00145_low,USE00145_high,USE00145_mean,PE100058,MA000001,d111,d112,d211,d221,d222,d511,d512,D521,D522,d611,d612,d711,MA5,MA6,MA10,MA15,QA,day,S0049493_2,S0049493_3,S0049493_4,S0029752_2,S0029752_3,S0029752_4
149,0.0,2015-09-18,6.84,40940.0,41200.0,40670.0,40710.0,50.0,70.0,120.0,130.0,18.5,16.0,40830.0,40890.0,5358.0,335200.0,267425.0,284962.0,147847.0,42249.0,40920.0,0.0,80.0,552896.0,-10.0,60.0,25.0,927691.0,1070871.0,60.0,60.0,0.398903639618,0.142880815979,147847.0,7124050.0,10.6265662291,1382240.0,9.34912443269,20.0,80.0,-143180.0,40718.0,40791.6666667,40602.0,40069.3333333,1,18,84925.0,127701.0,168979.0,668250.0,1003100.0,1340625.0
150,-1.0,2015-09-21,6.84,40370.0,40530.0,39850.0,40340.0,70.0,90.0,120.0,130.0,12.0,10.5,40060.0,40200.0,5267.0,335850.0,269650.0,285698.0,147847.0,41301.0,40150.0,0.0,80.0,534494.0,-10.0,60.0,25.0,927691.0,1070871.0,140.0,80.0,0.401444097067,0.139674798948,147847.0,7142450.0,10.6333928837,1336235.0,9.03795815945,20.0,80.0,-143180.0,40662.0,40655.0,40682.0,40169.3333333,1,21,83550.0,126226.0,169002.0,671050.0,1004100.0,1338950.0
151,0.0,2015-09-22,6.84,40430.0,40480.0,39900.0,39920.0,10.0,30.0,120.0,130.0,11.75,7.0,40060.0,40180.0,5131.0,330100.0,266325.0,291038.0,147847.0,40493.0,40180.0,-50.0,30.0,546188.0,-70.0,10.0,-30.0,927691.0,1070871.0,120.0,20.0,0.403400484702,0.136942244347,147847.0,7275950.0,11.0208270221,1365470.0,9.23569636178,20.0,80.0,-143180.0,40582.0,40538.3333333,40721.0,40248.0,1,22,81794.0,124043.0,166719.0,665950.0,1001150.0,1334200.0
152,-1.0,2015-09-23,6.84,39310.0,39350.0,38250.0,38930.0,60.0,80.0,120.0,130.0,12.0,2.5,38530.0,38800.0,5112.0,327175.0,266350.0,288678.0,147847.0,40244.0,38660.0,0.0,100.0,585190.0,-10.0,60.0,25.0,927691.0,1070871.0,270.0,70.0,0.407045159318,0.136100157595,147847.0,7216950.0,11.0291892718,1462975.0,9.89519570908,20.0,100.0,-143180.0,40178.0,40306.6666667,40500.0,40224.6666667,1,23,80737.0,122038.0,164287.0,657275.0,993125.0,1328325.0
153,-1.0,2015-09-24,6.84,38950.0,39180.0,38620.0,38850.0,60.0,80.0,120.0,130.0,14.5,1.5,38740.0,38940.0,5046.0,322900.0,265400.0,289849.0,147847.0,40045.0,38850.0,0.0,80.0,582476.0,0.0,60.0,30.0,927691.0,1070871.0,200.0,70.0,0.410963146485,0.135427164569,147847.0,7246225.0,11.220540415,1456190.0,9.84930367204,20.0,80.0,-143180.0,39750.0,39956.6666667,40279.0,40204.6666667,1,24,80289.0,120782.0,162083.0,650075.0,980175.0,1316025.0
154,0.0,2015-09-25,6.84,38650.0,39170.0,38520.0,39000.0,-50.0,10.0,120.0,130.0,19.5,11.0,38750.0,39050.0,5098.0,325275.0,268325.0,289264.0,155515.0,39744.0,38900.0,-60.0,30.0,555602.0,-70.0,10.0,-30.0,927691.0,1070871.0,300.0,-20.0,0.412458688802,0.127781885992,155515.0,7231600.0,11.1161325033,1389005.0,8.93164646497,60.0,90.0,-143180.0,39408.0,39625.0,40063.0,40204.0,1,25,79789.0,120033.0,160526.0,648175.0,975350.0,1305450.0
155,0.0,2015-09-28,6.84,38780.0,38930.0,38120.0,38170.0,-30.0,0.0,120.0,130.0,15.0,11.0,38550.0,38830.0,4965.0,324600.0,269500.0,289887.0,155515.0,39669.0,38600.0,-70.0,0.0,571472.0,-70.0,-20.0,-45.0,927691.0,1070871.0,280.0,-15.0,0.415126309304,0.127540751696,155515.0,7247175.0,11.1632393715,1428680.0,9.18676654985,30.0,70.0,-143180.0,38974.0,39201.6666667,39818.0,40112.6666667,1,28,79413.0,119458.0,159702.0,649875.0,972775.0,1299950.0
156,-1.0,2015-09-29,6.84,37710.0,38080.0,37550.0,37640.0,30.0,50.0,120.0,130.0,17.25,13.75,37710.0,38030.0,5010.0,323975.0,271325.0,289459.0,155515.0,37215.0,37780.0,0.0,70.0,601542.0,-10.0,40.0,15.0,927691.0,1070871.0,320.0,40.0,0.418743730226,0.11965083754,155515.0,7236475.0,11.1682614399,1503855.0,9.67016043468,20.0,70.0,-143180.0,38518.0,38751.6666667,39550.0,39986.6666667,1,29,76884.0,116628.0,156673.0,648575.0,973850.0,1296750.0
157,-1.0,2015-09-30,6.84,38000.0,38490.0,37810.0,38370.0,30.0,50.0,120.0,130.0,16.5,17.0,38000.0,38310.0,5093.0,323800.0,242950.0,295496.0,152551.0,36915.0,38080.0,-20.0,50.0,597890.0,-40.0,20.0,-10.0,1032156.0,1193232.0,310.0,40.0,0.375154416306,0.120992323879,152551.0,7387400.0,11.4073502162,1494725.0,9.79819863521,20.0,70.0,-161076.0,38406.0,38493.3333333,39292.0,39802.0,1,30,74130.0,113799.0,153543.0,647775.0,972375.0,1297650.0
158,-1.0,2015-10-08,6.84,39600.0,39700.0,39140.0,39150.0,20.0,50.0,120.0,130.0,13.5,18.0,39040.0,39410.0,5160.0,305475.0,239050.0,289003.0,152551.0,36915.0,39160.0,-30.0,30.0,593086.0,-50.0,20.0,-15.0,1032156.0,1193232.0,370.0,35.0,0.391275881823,0.120992323879,152551.0,7225075.0,11.8259677551,1482715.0,9.71947086548,30.0,60.0,-161076.0,38466.0,38530.0,39108.0,39674.6666667,2,8,73830.0,111045.0,150714.0,629275.0,953250.0,1277850.0
159,-1.0,2015-10-09,6.84,38890.0,40270.0,38630.0,40090.0,-10.0,20.0,115.0,125.0,15.25,28.5,39530.0,39700.0,5319.0,305225.0,240975.0,294065.0,152934.0,36815.0,39580.0,-40.0,20.0,550588.0,-70.0,0.0,-35.0,1032156.0,1193232.0,170.0,5.0,0.394749774756,0.120362378542,152934.0,7351625.0,12.0429601114,1376470.0,9.00041848117,30.0,60.0,-161076.0,38684.0,38736.6666667,39046.0,39603.3333333,2,9,73730.0,110645.0,147860.0,610700.0,934500.0,1258475.0
160,0.0,2015-10-12,6.84,40380.0,40420.0,39900.0,40150.0,-20.0,0.0,115.0,125.0,13.75,25.0,39990.0,40180.0,5335.0,303200.0,240975.0,296812.0,152934.0,36117.0,40080.0,-40.0,20.0,556322.0,-50.0,0.0,-25.0,1032156.0,1193232.0,190.0,-10.0,0.39738621372,0.118080348386,152934.0,7420300.0,12.2366424802,1390805.0,9.09415172558,20.0,60.0,-161076.0,39080.0,38928.3333333,39027.0,39572.0,2,12,72932.0,109847.0,146762.0,608425.0,913900.0,1237700.0
161,0.0,2015-10-13,6.84,40180.0,40190.0,39510.0,39750.0,0.0,40.0,115.0,125.0,14.75,32.0,39670.0,39750.0,5260.5,300600.0,241025.0,299872.0,152934.0,38689.0,39770.0,-40.0,30.0,563098.0,-50.0,20.0,-15.0,1032156.0,1193232.0,80.0,20.0,0.400906520293,0.126489204493,152934.0,7496800.0,12.4697272122,1407745.0,9.20491846156,40.0,70.0,-161076.0,39502.0,39191.6666667,39010.0,39534.0,2,13,74806.0,111621.0,148536.0,603800.0,909025.0,1214500.0
162,-1.0,2015-10-14,6.84,39700.0,39930.0,39540.0,39630.0,60.0,80.0,115.0,125.0,18.0,48.0,39630.0,39750.0,5278.0,297175.0,240800.0,303314.0,152934.0,42777.0,39710.0,0.0,60.0,561288.0,-10.0,50.0,20.0,1032156.0,1193232.0,120.0,70.0,0.405148481534,0.139854447016,152934.0,7582850.0,12.7582232691,1403220.0,9.17533053474,20.0,60.0,-161076.0,39754.0,39523.3333333,39080.0,39446.0,2,14,81466.0,117583.0,154398.0,597775.0,900975.0,1206200.0
163,0.0,2015-10-15,6.84,39750.0,40200.0,39720.0,40020.0,60.0,80.0,115.0,125.0,16.5,41.5,39920.0,40050.0,5344.0,293650.0,236875.0,306570.0,152934.0,43953.0,39990.0,10.0,80.0,566186.0,20.0,70.0,45.0,1032156.0,1193232.0,130.0,70.0,0.403328792781,0.143699242811,152934.0,7664250.0,13.0499744594,1415465.0,9.25539775328,20.0,70.0,-161076.0,39928.0,39798.3333333,39197.0,39381.3333333,2,15,86730.0,125419.0,161536.0,590825.0,891425.0,1194625.0
164,0.0,2015-10-16,6.84,39990.0,40120.0,39460.0,39540.0,30.0,50.0,115.0,125.0,18.5,40.5,39740.0,39900.0,5270.0,292950.0,227725.0,305616.0,170349.0,42376.0,39850.0,-10.0,60.0,569636.0,-40.0,40.0,0.0,1032156.0,1193232.0,160.0,40.0,0.388675541901,0.124379949398,170349.0,7640400.0,13.0404505888,1424090.0,8.35983774486,20.0,70.0,-161076.0,39818.0,39863.3333333,39251.0,39303.3333333,2,16,86329.0,129106.0,167795.0,586600.0,883775.0,1184375.0
165,0.0,2015-10-19,6.84,39560.0,39730.0,39250.0,39380.0,20.0,40.0,115.0,125.0,2.5,32.5,39330.0,39550.0,5240.0,293575.0,232775.0,302631.0,170349.0,41876.0,39500.0,-30.0,20.0,575362.0,-60.0,10.0,-25.0,1032156.0,1193232.0,220.0,30.0,0.39644894831,0.122912374009,170349.0,7565775.0,12.8855914162,1438405.0,8.44387111166,20.0,50.0,-161076.0,39664.0,39745.0,39372.0,39239.3333333,2,19,84252.0,128205.0,170982.0,586525.0,880175.0,1177350.0
166,0.0,2015-10-20,6.84,39110.0,39290.0,38910.0,39200.0,0.0,30.0,115.0,125.0,4.25,31.0,38950.0,39180.0,5189.0,289075.0,232500.0,295005.0,170349.0,40278.0,39100.0,-40.0,10.0,586970.0,-50.0,10.0,-20.0,1032156.0,1193232.0,230.0,15.0,0.402144772118,0.118222003064,170349.0,7375125.0,12.7564213439,1467425.0,8.61422726285,30.0,50.0,-161076.0,39554.0,39586.6666667,39528.0,39191.3333333,2,20,82154.0,124530.0,168483.0,582650.0,875600.0,1169250.0
167,0.0,2015-10-21,6.84,39220.0,39370.0,38830.0,38910.0,20.0,40.0,110.0,120.0,6.25,33.25,38870.0,39100.0,5185.5,284050.0,222525.0,297509.0,170349.0,39577.0,39070.0,-10.0,60.0,592748.0,-30.0,30.0,0.0,1032156.0,1193232.0,230.0,30.0,0.391700404858,0.116164462368,170349.0,7437725.0,13.0922812885,1481870.0,8.69902376885,20.0,70.0,-161076.0,39410.0,39446.6666667,39582.0,39190.0,2,21,79855.0,121731.0,164107.0,573125.0,866700.0,1159650.0
168,-1.0,2015-10-22,6.84,38890.0,39420.0,38710.0,39270.0,30.0,50.0,105.0,115.0,9.5,30.0,38950.0,39170.0,5274.0,280275.0,223375.0,300007.0,170349.0,38828.0,39060.0,-10.0,60.0,587866.0,-30.0,40.0,5.0,1032156.0,1193232.0,220.0,40.0,0.398492551958,0.113966034435,170349.0,7500175.0,13.3800285434,1469665.0,8.62737673834,20.0,70.0,-161076.0,39260.0,39386.6666667,39594.0,39218.0,2,22,78405.0,118683.0,160559.0,564325.0,853400.0,1146975.0
169,0.0,2015-10-23,6.84,39510.0,39780.0,39260.0,39700.0,10.0,30.0,105.0,115.0,7.25,26.25,39370.0,39540.0,5295.0,277600.0,225125.0,298014.0,181736.0,38225.0,39490.0,-10.0,40.0,591382.0,-50.0,40.0,-5.0,1032156.0,1193232.0,170.0,20.0,0.405484510086,0.105166285161,181736.0,7450350.0,13.4192182997,1478455.0,8.13517960118,20.0,50.0,-161076.0,39292.0,39333.3333333,39555.0,39264.6666667,2,23,77053.0,116630.0,156908.0,557875.0,841925.0,1131000.0
170,0.0,2015-10-26,6.84,39600.0,39670.0,38800.0,39060.0,30.0,50.0,105.0,115.0,10.5,34.75,38960.0,39160.0,5233.0,277950.0,188100.0,298241.0,181736.0,38175.0,39120.0,-40.0,30.0,588116.0,-60.0,20.0,-20.0,1032156.0,1193232.0,200.0,40.0,0.33837021047,0.105028722983,181736.0,7456025.0,13.4125292319,1470290.0,8.09025179381,20.0,70.0,-161076.0,39228.0,39253.3333333,39446.0,39324.0,2,26,76400.0,115228.0,154805.0,555550.0,835825.0,1119875.0
171,0.0,2015-10-27,6.84,39120.0,39410.0,38800.0,39310.0,10.0,30.0,95.0,100.0,9.0,29.75,38920.0,39120.0,5219.5,274075.0,187400.0,297628.0,181736.0,39198.0,39090.0,-40.0,30.0,595584.0,-50.0,30.0,-10.0,1032156.0,1193232.0,200.0,20.0,0.341877223388,0.107843245147,181736.0,7440700.0,13.5742041412,1488960.0,8.19298322842,20.0,70.0,-161076.0,39250.0,39241.6666667,39402.0,39435.3333333,2,27,77373.0,115598.0,154426.0,552025.0,829625.0,1109900.0
172,0.0,2015-10-28,6.84,39300.0,39340.0,38840.0,38930.0,-10.0,10.0,95.0,100.0,6.75,26.0,38860.0,39110.0,5179.0,273350.0,190425.0,300232.0,181736.0,39220.0,39090.0,-50.0,0.0,608870.0,-60.0,-10.0,-35.0,1032156.0,1193232.0,250.0,0.0,0.348317175782,0.107903772505,181736.0,7505800.0,13.7292847997,1522175.0,8.37574833825,20.0,50.0,-161076.0,39254.0,39196.6666667,39332.0,39472.6666667,2,28,78418.0,116593.0,154818.0,547425.0,825375.0,1102975.0
173,0.0,2015-10-29,6.84,38830.0,39330.0,38620.0,39030.0,-20.0,0.0,95.0,100.0,12.5,26.25,38880.0,39090.0,5161.0,270200.0,191425.0,306461.0,181736.0,41521.0,39060.0,-50.0,0.0,597714.0,-80.0,-20.0,-50.0,1032156.0,1193232.0,210.0,-10.0,0.354228349371,0.114234383942,181736.0,7661525.0,14.1775074019,1494285.0,8.22228397236,20.0,50.0,-161076.0,39206.0,39216.6666667,39233.0,39464.6666667,2,29,80741.0,119939.0,158114.0,543550.0,817625.0,1095575.0
174,0.0,2015-10-30,6.84,38790.0,38890.0,38500.0,38770.0,-20.0,0.0,95.0,100.0,17.5,27.75,38590.0,38800.0,5135.5,267775.0,192050.0,305608.0,180157.0,43955.0,38680.0,-50.0,-10.0,605754.0,-80.0,-30.0,-55.0,1032156.0,1193232.0,210.0,-10.0,0.358603305014,0.121990819119,180157.0,7640200.0,14.2660815984,1514385.0,8.40591817137,20.0,40.0,-161076.0,39020.0,39133.3333333,39156.0,39376.6666667,2,30,85476.0,124696.0,163894.0,537975.0,811325.0,1085400.0
175,0.0,2015-11-02,6.84,38560.0,38720.0,38320.0,38500.0,-10.0,30.0,95.0,100.0,15.25,24.75,38400.0,38620.0,5137.5,267850.0,191150.0,305014.0,180157.0,45180.0,38500.0,-40.0,10.0,619598.0,-60.0,-10.0,-35.0,1036673.0,933025.0,220.0,10.0,0.356822848609,0.125390631505,180157.0,7625350.0,14.2343662498,1548995.0,8.59802838635,40.0,50.0,103648.0,38908.0,38933.3333333,39068.0,39266.6666667,3,2,89135.0,130656.0,169876.0,535625.0,805825.0,1079175.0
176,-1.0,2015-11-03,6.84,38520.0,38650.0,38360.0,38420.0,-20.0,0.0,95.0,100.0,16.25,25.5,38440.0,38650.0,5149.0,266225.0,184500.0,303873.0,180157.0,47657.0,38500.0,-70.0,0.0,636594.0,-80.0,-10.0,-45.0,1036673.0,933025.0,210.0,-10.0,0.346511409522,0.132265190917,180157.0,7596825.0,14.2676777162,1591485.0,8.83387822843,20.0,70.0,103648.0,38730.0,38826.6666667,38990.0,39178.0,3,3,92837.0,136792.0,178313.0,534075.0,801850.0,1072050.0
177,-1.0,2015-11-04,6.84,38480.0,38830.0,38240.0,38830.0,-20.0,0.0,95.0,100.0,11.75,23.25,38490.0,38720.0,5165.5,263125.0,184250.0,302908.0,180157.0,49536.0,38530.0,-80.0,-30.0,629420.0,-90.0,-30.0,-60.0,1036673.0,933025.0,230.0,-10.0,0.350118764846,0.137480086813,180157.0,7572700.0,14.3899287411,1573550.0,8.73432617106,20.0,50.0,103648.0,38710.0,38746.6666667,38982.0,39124.6666667,3,4,97193.0,142373.0,186328.0,529350.0,797200.0,1064975.0
178,0.0,2015-11-05,6.84,38680.0,39110.0,38180.0,38220.0,-30.0,-10.0,90.0,100.0,9.75,17.5,38520.0,38650.0,5053.0,269525.0,191700.0,310268.0,180157.0,53667.0,38610.0,-70.0,-10.0,659464.0,-80.0,-30.0,-55.0,1036673.0,933025.0,130.0,-20.0,0.355625637696,0.148945086785,180157.0,7756700.0,14.389574251,1648660.0,9.15124030707,20.0,60.0,103648.0,38548.0,38628.3333333,38877.0,39004.6666667,3,5,103203.0,150860.0,196040.0,532650.0,798875.0,1066725.0
179,0.0,2015-11-06,6.84,37970.0,38280.0,37800.0,38030.0,-10.0,10.0,85.0,95.0,6.5,10.0,37900.0,38060.0,5000.0,266100.0,190675.0,308359.0,197767.0,54667.0,37980.0,-60.0,20.0,650480.0,-60.0,0.0,-30.0,1036673.0,933025.0,160.0,0.0,0.358276963548,0.13821062159,197767.0,7708975.0,14.4851089816,1626200.0,8.22280764738,20.0,80.0,103648.0,38400.0,38461.6666667,38710.0,38904.0,3,6,108334.0,157870.0,205527.0,535625.0,798750.0,1064975.0
180,0.0,2015-11-09,6.84,37940.0,38080.0,37580.0,37620.0,-10.0,10.0,85.0,95.0,8.75,7.75,37760.0,37930.0,4990.0,261125.0,192300.0,306980.0,197767.0,54315.0,37850.0,-50.0,20.0,696500.0,-50.0,10.0,-20.0,1036673.0,933025.0,170.0,0.0,0.368214456678,0.137320685453,197767.0,7674500.0,14.6950694112,1741250.0,8.80455283237,20.0,70.0,103648.0,38224.0,38270.0,38566.0,38786.6666667,3,9,108982.0,162649.0,212185.0,527225.0,796750.0,1059875.0
181,0.0,2015-11-10,6.84,37650.0,37880.0,37090.0,37570.0,40.0,60.0,85.0,90.0,14.0,13.0,37370.0,37470.0,4933.5,258625.0,192300.0,302014.0,197767.0,54187.0,37460.0,0.0,60.0,696288.0,0.0,50.0,25.0,1036673.0,933025.0,100.0,50.0,0.37177380377,0.136997072312,197767.0,7550350.0,14.5971000483,1740720.0,8.80187291105,20.0,60.0,103648.0,38054.0,38115.0,38392.0,38678.0,3,10,108502.0,163169.0,216836.0,519750.0,785850.0,1055375.0
182,0.0,2015-11-11,6.84,37500.0,37580.0,37050.0,37100.0,80.0,100.0,85.0,90.0,13.25,10.5,37270.0,37360.0,4931.0,256275.0,192050.0,304323.0,197767.0,51594.0,37330.0,20.0,70.0,715712.0,20.0,70.0,45.0,1036673.0,933025.0,90.0,90.0,0.374695151693,0.130441377985,197767.0,7608075.0,14.8435762365,1789280.0,9.04741438157,20.0,50.0,103648.0,37708.0,37895.0,38209.0,38557.3333333,3,11,105781.0,160096.0,214763.0,514900.0,776025.0,1042125.0
183,0.0,2015-11-12,6.84,37170.0,37500.0,37170.0,37310.0,60.0,80.0,85.0,90.0,12.25,8.5,37250.0,37290.0,4872.5,261025.0,198250.0,310927.0,197767.0,50132.0,37320.0,20.0,80.0,703500.0,0.0,60.0,30.0,1036673.0,933025.0,40.0,70.0,0.379752897232,0.126745109144,197767.0,7773175.0,14.889713629,1758750.0,8.89304080054,20.0,60.0,103648.0,37526.0,37641.6666667,38037.0,38426.6666667,3,12,101726.0,155913.0,210228.0,517300.0,775925.0,1037050.0
184,0.0,2015-11-13,6.84,36860.0,36860.0,36170.0,36230.0,60.0,80.0,85.0,90.0,3.75,-0.5,36410.0,36430.0,4825.0,258700.0,198275.0,309300.0,197372.0,54060.0,36480.0,50.0,100.0,754402.0,10.0,110.0,60.0,1036673.0,933025.0,20.0,70.0,0.383214147661,0.136949516649,197372.0,7732500.0,14.9449168922,1886005.0,9.55558539205,20.0,50.0,103648.0,37166.0,37310.0,37783.0,38195.3333333,3,13,104192.0,155786.0,209973.0,519725.0,776000.0,1034625.0
185,0.0,2015-11-16,6.84,36490.0,36500.0,35960.0,36030.0,10.0,50.0,85.0,90.0,4.0,-5.0,36200.0,36150.0,4765.0,262250.0,204375.0,305095.0,197372.0,57175.0,36250.0,-10.0,50.0,769640.0,50.0,120.0,85.0,1036673.0,933025.0,50.0,30.0,0.389656816015,0.144840706889,197372.0,7627375.0,14.5421830315,1924100.0,9.74859655878,40.0,60.0,103648.0,36848.0,36976.6666667,37536.0,37993.3333333,3,16,111235.0,161367.0,212961.0,520950.0,781975.0,1038250.0
186,0.0,2015-11-17,6.84,36090.0,36190.0,34470.0,34970.0,10.0,50.0,85.0,90.0,15.0,0.75,35080.0,35200.0,4700.0,258500.0,203825.0,295663.0,197372.0,61387.0,35180.0,-50.0,50.0,776164.0,-60.0,20.0,-20.0,1036673.0,933025.0,120.0,30.0,0.394245647969,0.155510913402,197372.0,7391575.0,14.2970502901,1940410.0,9.83123239365,40.0,100.0,103648.0,36328.0,36535.0,37191.0,37704.0,3,17,118562.0,172622.0,222754.0,520750.0,779450.0,1040475.0
187,0.0,2015-11-18,6.84,35300.0,35370.0,34420.0,34880.0,10.0,30.0,85.0,90.0,22.25,1.75,34780.0,34940.0,4669.0,255275.0,203625.0,293531.0,197372.0,61261.0,34920.0,-40.0,50.0,802796.0,-60.0,20.0,-20.0,1036673.0,933025.0,160.0,20.0,0.398834590148,0.15519171919,197372.0,7338275.0,14.3732739203,2006990.0,10.1685649434,20.0,90.0,103648.0,35884.0,36086.6666667,36796.0,37434.0,3,18,122648.0,179823.0,233883.0,513775.0,776025.0,1034725.0
188,-1.0,2015-11-19,6.84,34840.0,35030.0,34210.0,34770.0,-10.0,30.0,85.0,90.0,21.0,5.0,34560.0,34720.0,4610.0,255050.0,201800.0,293418.0,197372.0,58061.0,34680.0,-50.0,50.0,811684.0,-50.0,10.0,-20.0,1036673.0,933025.0,160.0,10.0,0.395608704176,0.147085199522,197372.0,7335450.0,14.3804156048,2029210.0,10.2811442353,40.0,100.0,103648.0,35376.0,35698.3333333,36451.0,37150.0,3,19,119322.0,180709.0,237884.0,510325.0,768825.0,1031075.0
